Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Influence of rating,Less Delivery time,High Quality of package,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,Tokenized_Reviews,Polarity,Subjectivity,Sentiment
26,Female,Single,Employee,More than 50000,Graduate,3,560005,Food delivery apps, Web browser,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,3,0,3,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,1,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,1,I'm satisfied with swiggy and their wonderful offers,"['im', 'satisfied', 'swiggy', 'wonderful', 'offers']",0.5333333333333333,0.6666666666666666,Positive
22,Female,Single,Student,Below Rs.10000,Post Graduate,4,560029,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Sweets,3,2,0,0,0,2,0,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Disagree,2,Important,Moderately Important,Very Important,Important,Important,Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,No Income,Post Graduate,3,560064,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,0,0,0,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,0,Nil,['nil'],0.0,0.0,Neutral
22,Female,Single,Student,No Income,Graduate,3,560096,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,3,3,3,3,3,0,3,Agree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,"Prices of food items differ while using different smartphones to order at the same time. So, there is no uniform pricing system in food delivery apps. But yes, they add a lot of convenience in our lives!","['prices', 'food', 'items', 'differ', 'using', 'different', 'smartphones', 'order', 'time', 'uniform', 'pricing', 'system', 'food', 'delivery', 'apps', 'yes', 'add', 'lot', 'convenience', 'lives']",0.0,0.3625,Neutral
25,Male,Married,Employee,25001 to 50000,Graduate,2,560005,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,1,1,2,1,0,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,0,Important,Important,Moderately Important,Moderately Important,Important,Moderately Important,1,I'm okay ordering online for food,"['im', 'okay', 'ordering', 'online', 'food']",0.5,0.5,Positive
30,Female,Married,House wife,No Income,School,5,560005,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,3,3,3,3,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,No,Weekdays (Mon-Fri),30 minutes,Agree,Agree,Strongly Agree,1,Important,Very Important,Important,Very Important,Very Important,Very Important,1,I love ordering candies for my children from swiggy,"['love', 'ordering', 'candies', 'children', 'swiggy']",0.5,0.6,Positive
24,Male,Single,Student,No Income,Post Graduate,3,560006,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,3,4,1,1,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Very Important,Important,Very Important,Very Important,0,I hate zomato and food panda. Poor tracking and poor customer service,"['hate', 'zomato', 'food', 'panda', 'poor', 'tracking', 'poor', 'customer', 'service']",-0.5333333333333333,0.7000000000000001,Negative
25,Male,Single,Employee,10001 to 25000,Post Graduate,3,560006,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,3,0,3,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,1,Important,Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,1,Best service is provided by swiggy,"['best', 'service', 'provided', 'swiggy']",1.0,0.3,Positive
23,Male,Single,Student,More than 50000,Post Graduate,3,560009,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,0,3,3,0,3,Neutral,Disagree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil ,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,No Income,Post Graduate,4,560073,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,2,0,2,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
32,Male,Married,Employee,10001 to 25000,Graduate,4,560038,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,2,0,1,2,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Neutral,Neutral,Agree,2,Moderately Important,Important,Moderately Important,Slightly Important,Moderately Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
22,Male,Single,Student,No Income,Post Graduate,4,560020,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,2,2,2,0,1,0,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Neutral,Disagree,2,Slightly Important,Moderately Important,Moderately Important,Important,Very Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,More than 50000,Post Graduate,3,560009,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,0,3,3,0,3,Neutral,Disagree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil ,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,4,560024,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,2,2,3,3,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
20,Male,Single,Student,No Income,Graduate,2,560007,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,3,3,3,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Important,Important,Important,Important,1,Swiggy and zomato are the best food delivery apps,"['swiggy', 'zomato', 'best', 'food', 'delivery', 'apps']",1.0,0.3,Positive
21,Male,Single,Student,No Income,Graduate,2,560007,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,0,3,3,3,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Moderately Important,Slightly Important,Moderately Important,Important,1,I have no issues with the delivery ,"['issues', 'delivery']",0.0,0.0,Neutral
24,Female,Married,Self Employeed,10001 to 25000,Graduate,5,560007,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,1,0,2,1,0,0,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,2,Important,Important,Important,Moderately Important,Moderately Important,Important,1,Food delivery apps are performing well in Bangalore. But poor delivery when it comes to rural places,"['food', 'delivery', 'apps', 'performing', 'well', 'bangalore', 'poor', 'delivery', 'comes', 'rural', 'places']",-0.2,0.3,Negative
23,Female,Single,Student,No Income,Post Graduate,4,560024,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,2,2,3,3,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
25,Male,Single,Employee,25001 to 50000,Post Graduate,3,560010,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,3,1,1,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Important,Important,Important,Very Important,Slightly Important,1,I love being a part of zomato premium member. I get amazing offers,"['love', 'part', 'zomato', 'premium', 'member', 'get', 'amazing', 'offers']",0.4000000000000001,0.5,Positive
32,Female,Married,House wife,No Income,Graduate,3,560010,Direct call, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,3,0,2,2,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Moderately Important,Slightly Important,Important,Important,1,"Whenever I'm not well, use dunzo to order for my whole family ","['whenever', 'im', 'well', 'use', 'dunzo', 'order', 'whole', 'family']",0.2,0.4,Positive
27,Male,Married,Employee,More than 50000,Ph.D,5,560010,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,0,1,2,1,2,1,4,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Very Important,Very Important,Very Important,Very Important,0,Worst behavior by customer care. They process refund quite late,"['worst', 'behavior', 'customer', 'care', 'process', 'refund', 'quite', 'late']",-0.65,0.8,Negative
20,Female,Single,Student,No Income,Graduate,2,560011,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,3,0,3,0,3,3,3,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,2,Important,Very Important,Important,Important,Moderately Important,Important,1,Best delivery people working hard for their family. respect them,"['best', 'delivery', 'people', 'working', 'hard', 'family', 'respect']",0.35416666666666663,0.4208333333333333,Positive
21,Male,Single,Student,No Income,Graduate,2,560011,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,0,3,3,3,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Very Important,Important,Important,Important,Important,1,I have no issues with the food delivery service. They're good,"['issues', 'food', 'delivery', 'service', 'theyre', 'good']",0.7,0.6000000000000001,Positive
26,Male,Single,Employee,More than 50000,Post Graduate,3,560011,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,4,1,4,1,4,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Very Important,Important,Important,Important,Important,0,I can't blame the delivery people for late delivery. It lies in the logistics department of such startups.,"['cant', 'blame', 'delivery', 'people', 'late', 'delivery', 'lies', 'logistics', 'department', 'startups']",-0.15,0.55,Negative
25,Male,Single,Employee,10001 to 25000,Graduate,4,560016,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,0,3,3,3,0,3,Neutral,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,2,Very Important,Very Important,Very Important,Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
26,Male,Single,Employee,25001 to 50000,Post Graduate,3,560012,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,3,3,0,Strongly disagree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,1,Important,Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,1,I'm satisfied with the service and swiggy is the best,"['im', 'satisfied', 'service', 'swiggy', 'best']",0.75,0.65,Positive
26,Female,Married,Employee,25001 to 50000,Graduate,3,560012,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,0,0,0,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Important,Important,Very Important,Important,Important,1,I love food delivery service. They are amazing ,"['love', 'food', 'delivery', 'service', 'amazing']",0.55,0.75,Positive
27,Male,Single,Employee,More than 50000,Ph.D,4,560013,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,0,0,0,Agree,Disagree,Agree,Neutral,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,0,Important,Very Important,Important,Important,Important,Very Important,0,"I require faster delivery. Nowadays due to covid, the delivery service is slow","['require', 'faster', 'delivery', 'nowadays', 'due', 'covid', 'delivery', 'service', 'slow']",-0.21250000000000002,0.38749999999999996,Negative
27,Female,Single,Student,No Income,Ph.D,5,560013,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,4,1,4,1,1,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Disagree,Strongly Agree,Agree,2,Important,Important,Slightly Important,Moderately Important,Important,Important,0,A delivery person abused me for marking the location wrong. I can understand his tedious work. But abusing with such vulgar words is not tolerable,"['delivery', 'person', 'abused', 'marking', 'location', 'wrong', 'understand', 'tedious', 'work', 'abusing', 'vulgar', 'words', 'tolerable']",-0.425,0.8,Negative
24,Female,Single,Student,No Income,Post Graduate,5,560051,Food delivery apps, Walk-in,Breakfast, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,0,3,0,2,1,0,3,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Maybe,Anytime (Mon-Sun),45 minutes,Strongly Agree,Neutral,Disagree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
25,Male,Married,Self Employeed,More than 50000,School,2,560015,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,0,3,0,3,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Disagree,2,Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,1,Certainly a wonderful delivery service,"['certainly', 'wonderful', 'delivery', 'service']",1.0,1.0,Positive
20,Male,Single,Student,No Income,Graduate,2,560015,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,4,1,1,1,1,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Moderately Important,Important,Important,Important,0,There are not much restaurant choices,"['much', 'restaurant', 'choices']",-0.1,0.2,Negative
22,Male,Single,Student,No Income,Post Graduate,1,560015,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,0,3,3,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,0,Slightly Important,Slightly Important,Unimportant,Slightly Important,Unimportant,Slightly Important,1,No problem with food delivery startups,"['problem', 'food', 'delivery', 'startups']",0.0,0.0,Neutral
26,Female,Married,Student,Below Rs.10000,Ph.D,3,560016,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Sweets,0,0,0,0,2,2,0,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Moderately Important,Important,Moderately Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
